COUNTY,MUNICIPALITY,CLASS
Lehigh,Coopersburg Borough,Borough
Lehigh,Coplay Borough,Borough
Lehigh,Emmaus Borough,Borough
Lehigh,Fountain Hill Borough,Borough
Lehigh,Hanover Township,2nd Township
Lehigh,Heidelberg Township,2nd Township
Lehigh,Lower Macungie Township,1st Township
Lehigh,Lower Milford Township,2nd Township
Lehigh,Lowhill Township,2nd Township
Lehigh,Lynn Township,2nd Township
Lehigh,Macungie Borough,Borough
Lehigh,North Whitehall Township,2nd Township
Lehigh,Salisbury Township,1st Township
Lehigh,Slatington Borough,Borough
Lehigh,South Whitehall Township,1st Township
Lehigh,Upper Macungie Township,2nd Township
Lehigh,Upper Milford Township,2nd Township
Lehigh,Upper Saucon Township,2nd Township
Lehigh,Washington Township,2nd Township
Lehigh,Weisenberg Township,2nd Township
Lehigh,Whitehall Township,1st Township
Luzerne,Ashley Borough,Borough
Luzerne,Avoca Borough,Borough
Luzerne,Bear Creek Township,2nd Township
Luzerne,Bear Creek Village Borough,Borough
Luzerne,Black Creek Township,2nd Township
Luzerne,Buck Township,2nd Township
Luzerne,Butler Township,2nd Township
Luzerne,Conyngham Borough,Borough
Luzerne,Conyngham Township,2nd Township
Luzerne,Courtdale Borough,Borough
Luzerne,Dallas Borough,Borough
Luzerne,Dallas Township,2nd Township
Luzerne,Dennison Township,2nd Township
Luzerne,Dorrance Township,2nd Township
Luzerne,Dupont Borough,Borough
Luzerne,Duryea Borough,Borough
Luzerne,Edwardsville Borough,Borough
Luzerne,Exeter Borough,Borough
Luzerne,Exeter Township,2nd Township
Luzerne,Fairmount Township,2nd Township
Luzerne,Fairview Township,2nd Township
Luzerne,Forty Fort Borough,Borough
Luzerne,Foster Township,2nd Township
Luzerne,Franklin Township,2nd Township
Luzerne,Freeland Borough,Borough
Luzerne,Hanover Township,1st Township
Luzerne,Harveys Lake Borough,Borough
Luzerne,Hazle Township,2nd Township
Luzerne,Hazleton City,City
Luzerne,Hollenback Township,2nd Township
Luzerne,Hughestown Borough,Borough
Luzerne,Hunlock Township,2nd Township
Luzerne,Huntington Township,2nd Township
Luzerne,Jackson Township,2nd Township
Luzerne,Jeddo Borough,Borough
Luzerne,Jenkins Township,2nd Township
Luzerne,Kingston Borough,Borough
Luzerne,Kingston Township,2nd Township
Luzerne,Laflin Borough,Borough
Luzerne,Lake Township,2nd Township
Luzerne,Larksville Borough,Borough
Luzerne,Laurel Run Borough,Borough
Luzerne,Lehman Township,2nd Township
Luzerne,Luzerne Borough,Borough
Luzerne,Nanticoke City,City
Luzerne,Nescopeck Borough,Borough
Luzerne,Nescopeck Township,2nd Township
Luzerne,New Columbus Borough,Borough
Luzerne,Newport Township,1st Township
Luzerne,Nuangola Borough,Borough
Luzerne,Penn Lake Park Borough,Borough
Luzerne,Pittston City,City
Luzerne,Pittston Township,2nd Township
Luzerne,Plains Township,1st Township
Luzerne,Plymouth Borough,Borough
Luzerne,Plymouth Township,2nd Township
Luzerne,Pringle Borough,Borough
Luzerne,Rice Township,2nd Township
Luzerne,Ross Township,2nd Township
Luzerne,Salem Township,2nd Township
Luzerne,Shickshinny Borough,Borough
Luzerne,Slocum Township,2nd Township
Luzerne,Sugar Notch Borough,Borough
Luzerne,Sugarloaf Township,2nd Township
Luzerne,Swoyersville Borough,Borough
Luzerne,Union Township,2nd Township
Luzerne,Warrior Run Borough,Borough
Luzerne,West Hazleton Borough,Borough
Luzerne,West Pittston Borough,Borough
Luzerne,West Wyoming Borough,Borough
Luzerne,White Haven Borough,Borough
Luzerne,Wilkes Barre City,City
Luzerne,Wilkes Barre Township,1st Township
Luzerne,Wright Township,2nd Township
Luzerne,Wyoming Borough,Borough
Luzerne,Yatesville Borough,Borough
Lycoming,Anthony Township,2nd Township
Lycoming,Armstrong Township,2nd Township
Lycoming,Bastress Township,2nd Township
Lycoming,Brady Township,2nd Township
Lycoming,Brown Township,2nd Township
Lycoming,Cascade Township,2nd Township
Lycoming,Clinton Township,2nd Township
Lycoming,Cogan House Township,2nd Township
Lycoming,Cummings Township,2nd Township
Lycoming,Duboistown Borough,Borough
Lycoming,Eldred Township,2nd Township
Lycoming,Fairfield Township,2nd Township
Lycoming,Franklin Township,2nd Township
Lycoming,Gamble Township,2nd Township
Lycoming,Hepburn Township,2nd Township
Lycoming,Hughesville Borough,Borough
Lycoming,Jackson Township,2nd Township
Lycoming,Jersey Shore Borough,Borough
Lycoming,Jordan Township,2nd Township
Lycoming,Lewis Township,2nd Township
Lycoming,Limestone Township,2nd Township
Lycoming,Loyalsock Township,2nd Township
Lycoming,Lycoming Township,2nd Township
Lycoming,Mchenry Township,2nd Township
Lycoming,Mcintyre Township,2nd Township
Lycoming,Mcnett Township,2nd Township
Lycoming,Mifflin Township,2nd Township
Lycoming,Mill Creek Township,2nd Township
Lycoming,Montgomery Borough,Borough
Lycoming,Montoursville Borough,Borough
Lycoming,Moreland Township,2nd Township
Lycoming,Muncy Borough,Borough
Lycoming,Muncy Creek Township,2nd Township
Lycoming,Muncy Township,2nd Township
Lycoming,Nippenose Township,2nd Township
Lycoming,Old Lycoming Township,2nd Township
Lycoming,Penn Township,2nd Township
Lycoming,Piatt Township,2nd Township
Lycoming,Picture Rocks Borough,Borough
Lycoming,Pine Township,2nd Township
Lycoming,Plunketts Creek Township,2nd Township
Lycoming,Porter Township,2nd Township
Lycoming,Salladasburg Borough,Borough
Lycoming,Shrewsbury Township,2nd Township
Lycoming,South Williamsport Borough,Borough
Lycoming,Susquehanna Township,2nd Township
Lycoming,Upper Fairfield Township,2nd Township
Lycoming,Washington Township,2nd Township
Lycoming,Watson Township,2nd Township
Lycoming,Williamsport City,City
Lycoming,Wolf Township,2nd Township
Lycoming,Woodward Township,2nd Township
Mckean,Annin Township,2nd Township
Mckean,Bradford City,City
Mckean,Bradford Township,2nd Township
Mckean,Ceres Township,2nd Township
Mckean,Corydon Township,2nd Township
Mckean,Eldred Borough,Borough
Mckean,Eldred Township,2nd Township
Mckean,Foster Township,2nd Township
Mckean,Hamilton Township,2nd Township
Mckean,Hamlin Township,2nd Township
Mckean,Kane Borough,Borough
Mckean,Keating Township,2nd Township
Mckean,Lafayette Township,2nd Township
Mckean,Lewis Run Borough,Borough
Mckean,Liberty Township,2nd Township
Mckean,Mt Jewett Borough,Borough
Mckean,Norwich Township,2nd Township
Mckean,Otto Township,2nd Township
Mckean,Port Allegany Borough,Borough
Mckean,Sergeant Township,2nd Township
Mckean,Smethport Borough,Borough
Mckean,Wetmore Township,2nd Township
Mercer,Clark Borough,Borough
Mercer,Coolspring Township,2nd Township
Mercer,Deer Creek Township,2nd Township
Mercer,Delaware Township,2nd Township
Mercer,East Lackawannock Township,2nd Township
Mercer,Fairview Township,2nd Township
Mercer,Farrell City,City
Mercer,Findley Township,2nd Township
Mercer,Fredonia Borough,Borough
Mercer,French Creek Township,2nd Township
Mercer,Greene Township,2nd Township
Mercer,Greenville Borough,Borough
Mercer,Grove City Borough,Borough
Mercer,Hempfield Township,2nd Township
Mercer,Hermitage City,City
Mercer,Jackson Center Borough,Borough
Mercer,Jackson Township,2nd Township
Mercer,Jamestown Borough,Borough
Mercer,Jefferson Township,2nd Township
Mercer,Lackawannock Township,2nd Township
Mercer,Lake Township,2nd Township
Mercer,Liberty Township,2nd Township
Mercer,Mercer Borough,Borough
Mercer,Mill Creek Township,2nd Township
Mercer,New Lebanon Borough,Borough
Mercer,New Vernon Township,2nd Township
Mercer,Otter Creek Township,2nd Township
Mercer,Perry Township,2nd Township
Mercer,Pine Township,2nd Township
Mercer,Pymatuning Township,2nd Township
Mercer,Salem Township,2nd Township
Mercer,Sandy Creek Township,2nd Township
Mercer,Sandy Lake Borough,Borough
Mercer,Sandy Lake Township,2nd Township
Mercer,Sharon City,City
Mercer,Sharpsville Borough,Borough
Mercer,Sheakleyville Borough,Borough
Mercer,Shenango Township,2nd Township
Mercer,South Pymatuning Township,2nd Township
Mercer,Springfield Township,2nd Township
Mercer,Stoneboro Borough,Borough
Mercer,Sugar Grove Township,2nd Township
Mercer,West Middlesex Borough,Borough
Mercer,West Salem Township,2nd Township
Mercer,Wheatland Borough,Borough
Mercer,Wilmington Township,2nd Township
Mercer,Wolf Creek Township,2nd Township
Mercer,Worth Township,2nd Township
Mifflin,Armagh Township,2nd Township
Mifflin,Bratton Township,2nd Township
Mifflin,Brown Township,2nd Township
Mifflin,Burnham Borough,Borough
Mifflin,Decatur Township,2nd Township
Mifflin,Derry Township,2nd Township
Mifflin,Granville Township,2nd Township
Mifflin,Juniata Terrace Borough,Borough
Mifflin,Kistler Borough,Borough
Mifflin,Lewistown Borough,Borough
Mifflin,Mcveytown Borough,Borough
Mifflin,Menno Township,2nd Township
Mifflin,Newton Hamilton Borough,Borough
Mifflin,Oliver Township,2nd Township
Mifflin,Union Township,2nd Township
Mifflin,Wayne Township,2nd Township
Monroe,Barrett Township,2nd Township
Monroe,Chestnuthill Township,2nd Township
Monroe,Coolbaugh Township,2nd Township
Monroe,Delaware Water Gap Borough,Borough
Monroe,East Stroudsburg Borough,Borough
Monroe,Eldred Township,2nd Township
Monroe,Hamilton Township,2nd Township
Monroe,Jackson Township,2nd Township
Monroe,Middle Smithfield Township,2nd Township
Monroe,Mount Pocono Borough,Borough
Monroe,Paradise Township,2nd Township
Monroe,Pocono Township,1st Township
Monroe,Polk Township,2nd Township
Monroe,Price Township,2nd Township
Monroe,Ross Township,2nd Township
Monroe,Smithfield Township,2nd Township
Monroe,Stroud Township,2nd Township
Monroe,Stroudsburg Borough,Borough
Monroe,Tobyhanna Township,2nd Township
Monroe,Tunkhannock Township,2nd Township
Montgomery,Abington Township,1st Township
Montgomery,Ambler Borough,Borough
Montgomery,Bridgeport Borough,Borough
Montgomery,Bryn Athyn Borough,Borough
Montgomery,Cheltenham Township,1st Township
Montgomery,Collegeville Borough,Borough
Montgomery,Conshohocken Borough,Borough
Montgomery,Douglass Township,2nd Township
Montgomery,East Greenville Borough,Borough
Montgomery,East Norriton Township,2nd Township
Montgomery,Franconia Township,2nd Township
Montgomery,Green Lane Borough,Borough
Montgomery,Hatboro Borough,Borough
Montgomery,Hatfield Borough,Borough
Montgomery,Hatfield Township,1st Township
Montgomery,Horsham Township,2nd Township
Montgomery,Jenkintown Borough,Borough
Montgomery,Lansdale Borough,Borough
Montgomery,Limerick Township,2nd Township
Montgomery,Lower Frederick Township,2nd Township
Montgomery,Lower Gwynedd Township,2nd Township
Montgomery,Lower Merion Township,1st Township
Montgomery,Lower Moreland Township,1st Township
Montgomery,Lower Pottsgrove Township,1st Township
Montgomery,Lower Providence Township,2nd Township
Montgomery,Lower Salford Township,2nd Township
Montgomery,Marlborough Township,2nd Township
Montgomery,Montgomery Township,2nd Township
Montgomery,Narberth Borough,Borough
Montgomery,New Hanover Township,2nd Township
Montgomery,Norristown Borough,Borough
Montgomery,North Wales Borough,Borough
Montgomery,Pennsburg Borough,Borough
Montgomery,Perkiomen Township,2nd Township
Montgomery,Plymouth Township,1st Township
Montgomery,Pottstown Borough,Borough
Montgomery,Red Hill Borough,Borough
Montgomery,Rockledge Borough,Borough
Montgomery,Royersford Borough,Borough
Montgomery,Salford Township,2nd Township
Montgomery,Schwenksville Borough,Borough
Montgomery,Skippack Township,2nd Township
Montgomery,Souderton Borough,Borough
Montgomery,Springfield Township,1st Township
Montgomery,Telford Borough,Borough
Montgomery,Towamencin Township,2nd Township
Montgomery,Trappe Borough,Borough
Montgomery,Upper Dublin Township,1st Township
Montgomery,Upper Frederick Township,2nd Township
Montgomery,Upper Gwynedd Township,1st Township
Montgomery,Upper Hanover Township,2nd Township
Montgomery,Upper Merion Township,2nd Township
Montgomery,Upper Moreland Township,1st Township
Montgomery,Upper Pottsgrove Township,1st Township
Montgomery,Upper Providence Township,2nd Township
Montgomery,Upper Salford Township,2nd Township
Montgomery,West Conshohocken Borough,Borough
Montgomery,West Norriton Township,1st Township
Montgomery,West Pottsgrove Township,1st Township
Montgomery,Whitemarsh Township,2nd Township
Montgomery,Whitpain Township,2nd Township
Montgomery,Worcester Township,2nd Township
Montour,Anthony Township,2nd Township
Montour,Cooper Township,2nd Township
Montour,Danville Borough,Borough
Montour,Derry Township,2nd Township
Montour,Liberty Township,2nd Township
Montour,Limestone Township,2nd Township
Montour,Mahoning Township,2nd Township
Montour,Mayberry Township,2nd Township
Montour,Valley Township,2nd Township
Montour,Washingtonville Borough,Borough
Montour,West Hemlock Township,2nd Township
Northampton,Allen Township,2nd Township
Northampton,Bangor Borough,Borough
Northampton,Bath Borough,Borough
Northampton,Bethlehem City,City
Northampton,Bethlehem Township,1st Township
Northampton,Bushkill Township,2nd Township
Northampton,Chapman Borough,Borough
Northampton,East Allen Township,2nd Township
Northampton,East Bangor Borough,Borough
Northampton,Easton City,City
Northampton,Forks Township,2nd Township
Northampton,Freemansburg Borough,Borough
Northampton,Glendon Borough,Borough
Northampton,Hanover Township,2nd Township
Northampton,Hellertown Borough,Borough
Northampton,Lehigh Township,2nd Township
Northampton,Lower Mt Bethel Township,2nd Township
Northampton,Lower Nazareth Township,2nd Township
Northampton,Lower Saucon Township,2nd Township
Northampton,Moore Township,2nd Township
Northampton,Nazareth Borough,Borough
Northampton,North Catasauqua Borough,Borough
Northampton,Northampton Borough,Borough
Northampton,Palmer Township,2nd Township
Northampton,Pen Argyl Borough,Borough
Northampton,Plainfield Township,2nd Township
Northampton,Portland Borough,Borough
Northampton,Roseto Borough,Borough
Northampton,Stockertown Borough,Borough
Northampton,Tatamy Borough,Borough
Northampton,Upper Mt Bethel Township,2nd Township
Northampton,Upper Nazareth Township,2nd Township
Northampton,Walnutport Borough,Borough
Northampton,Washington Township,2nd Township
Northampton,West Easton Borough,Borough
Northampton,Williams Township,2nd Township
Northampton,Wilson Borough,Borough
Northampton,Wind Gap Borough,Borough
Northumberland,Coal Township,1st Township
Northumberland,Delaware Township,2nd Township
Northumberland,East Cameron Township,2nd Township
Northumberland,East Chillisquaque Township,2nd Township
Northumberland,Herndon Borough,Borough
Northumberland,Jackson Township,2nd Township
Northumberland,Jordan Township,2nd Township
Northumberland,Kulpmont Borough,Borough
Northumberland,Lewis Township,2nd Township
Northumberland,Little Mahanoy Township,2nd Township
Northumberland,Lower Augusta Township,2nd Township
Northumberland,Lower Mahanoy Township,2nd Township
Northumberland,Marion Heights Borough,Borough
Northumberland,Mcewensville Borough,Borough
Northumberland,Milton Borough,Borough
Northumberland,Mt Carmel Borough,Borough
Northumberland,Mt Carmel Township,2nd Township
Northumberland,Northumberland Borough,Borough
Northumberland,Point Township,2nd Township
Northumberland,Ralpho Township,2nd Township
Northumberland,Riverside Borough,Borough
Northumberland,Rockefeller Township,2nd Township
Northumberland,Rush Township,2nd Township
Northumberland,Shamokin City,City
Northumberland,Shamokin Township,2nd Township
Northumberland,Snydertown Borough,Borough
Northumberland,Sunbury City,City
Northumberland,Turbot Township,2nd Township
Northumberland,Turbotville Borough,Borough
Northumberland,Upper Augusta Township,2nd Township
Northumberland,Upper Mahanoy Township,2nd Township
Northumberland,Washington Township,2nd Township
Northumberland,Watsontown Borough,Borough
Northumberland,West Cameron Township,2nd Township
Northumberland,West Chillisquaque Township,2nd Township
Northumberland,Zerbe Township,2nd Township
Perry,Blain Borough,Borough
Perry,Bloomfield Borough,Borough
Perry,Buffalo Township,2nd Township
Perry,Carroll Township,2nd Township
Perry,Centre Township,2nd Township
Perry,Duncannon Borough,Borough
Perry,Greenwood Township,2nd Township
Perry,Howe Township,2nd Township
Perry,Jackson Township,2nd Township
Perry,Juniata Township,2nd Township
Perry,Landisburg Borough,Borough
Perry,Liverpool Borough,Borough
Perry,Liverpool Township,2nd Township
Perry,Marysville Borough,Borough
Perry,Miller Township,2nd Township
Perry,Millerstown Borough,Borough
Perry,New Buffalo Borough,Borough
Perry,Newport Borough,Borough
Perry,Northeast Madison Township,2nd Township
Perry,Oliver Township,2nd Township
Perry,Penn Township,2nd Township
Perry,Rye Township,2nd Township
Perry,Saville Township,2nd Township
Perry,Southwest Madison Township,2nd Township
Perry,Spring Township,2nd Township
Perry,Toboyne Township,2nd Township
Perry,Tuscarora Township,2nd Township
Perry,Tyrone Township,2nd Township
Perry,Watts Township,2nd Township
Perry,Wheatfield Township,2nd Township
Philadelphia,Philadelphia City,City
Pike,Blooming Grove Township,2nd Township
Pike,Delaware Township,2nd Township
Pike,Dingman Township,2nd Township
Pike,Greene Township,2nd Township
Pike,Lackawaxen Township,2nd Township
Pike,Lehman Township,2nd Township
Pike,Matamoras Borough,Borough
Pike,Milford Borough,Borough
Pike,Milford Township,2nd Township
Pike,Palmyra Township,2nd Township
Pike,Porter Township,2nd Township
Pike,Shohola Township,2nd Township
Pike,Westfall Township,2nd Township
Potter,Abbott Township,2nd Township
Potter,Allegany Township,2nd Township
Potter,Austin Borough,Borough
Potter,Bingham Township,2nd Township
Potter,Clara Township,2nd Township
Potter,Coudersport Borough,Borough
Potter,Eulalia Township,2nd Township
Potter,Galeton Borough,Borough
Potter,Genesee Township,2nd Township
Potter,Harrison Township,2nd Township
Potter,Hebron Township,2nd Township
Potter,Hector Township,2nd Township
Potter,Homer Township,2nd Township
Potter,Keating Township,2nd Township
Potter,Oswayo Borough,Borough
Potter,Oswayo Township,2nd Township
Potter,Pike Township,2nd Township
Potter,Pleasant Valley Township,2nd Township
Potter,Portage Township,2nd Township
Potter,Roulette Township,2nd Township
Potter,Sharon Township,2nd Township
Potter,Shinglehouse Borough,Borough
Potter,Stewardson Township,2nd Township
Potter,Summit Township,2nd Township
Potter,Sweden Township,2nd Township
Potter,Sylvania Township,2nd Township
Potter,Ulysses Borough,Borough
Potter,Ulysses Township,2nd Township
Potter,West Branch Township,2nd Township
Potter,Wharton Township,2nd Township
Schuylkill,Ashland Borough,Borough
Schuylkill,Auburn Borough,Borough
Schuylkill,Barry Township,2nd Township
Schuylkill,Blythe Township,2nd Township
Schuylkill,Branch Township,2nd Township
Schuylkill,Butler Township,2nd Township
Schuylkill,Cass Township,2nd Township
Schuylkill,Coaldale Borough,Borough
Schuylkill,Cressona Borough,Borough
Schuylkill,Deer Lake Borough,Borough
Schuylkill,Delano Township,2nd Township
Schuylkill,East Brunswick Township,2nd Township
Schuylkill,East Norwegian Township,2nd Township
Schuylkill,East Union Township,2nd Township
Schuylkill,Eldred Township,2nd Township
Schuylkill,Foster Township,2nd Township
Schuylkill,Frackville Borough,Borough
Schuylkill,Frailey Township,2nd Township
Schuylkill,Gilberton Borough,Borough
Schuylkill,Girardville Borough,Borough
Schuylkill,Gordon Borough,Borough
Schuylkill,Hegins Township,2nd Township
Schuylkill,Hubley Township,2nd Township
Schuylkill,Kline Township,2nd Township
Schuylkill,Landingville Borough,Borough
Schuylkill,Mahanoy City Borough,Borough
Schuylkill,Mahanoy Township,2nd Township
Schuylkill,Mcadoo Borough,Borough
Schuylkill,Mechanicsville Borough,Borough
Schuylkill,Middleport Borough,Borough
Schuylkill,Minersville Borough,Borough
Schuylkill,Mt Carbon Borough,Borough
Schuylkill,New Castle Township,2nd Township
Schuylkill,New Philadelphia Borough,Borough
Schuylkill,New Ringgold Borough,Borough
Schuylkill,North Manheim Township,2nd Township
Schuylkill,North Union Township,2nd Township
Schuylkill,Norwegian Township,2nd Township
Schuylkill,Orwigsburg Borough,Borough
Schuylkill,Palo Alto Borough,Borough
Schuylkill,Pine Grove Borough,Borough
Schuylkill,Pine Grove Township,2nd Township
Schuylkill,Port Carbon Borough,Borough
Schuylkill,Port Clinton Borough,Borough
Schuylkill,Porter Township,2nd Township
Schuylkill,Pottsville City,City
Schuylkill,Reilly Township,2nd Township
Schuylkill,Ringtown Borough,Borough
Schuylkill,Rush Township,2nd Township
Schuylkill,Ryan Township,2nd Township
Schuylkill,Schuylkill Haven Borough,Borough
Schuylkill,Schuylkill Township,2nd Township
Schuylkill,Shenandoah Borough,Borough
Schuylkill,South Manheim Township,2nd Township
Schuylkill,St Clair Borough,Borough
Schuylkill,Tamaqua Borough,Borough
Schuylkill,Tower City Borough,Borough
Schuylkill,Tremont Borough,Borough
Schuylkill,Tremont Township,2nd Township
Schuylkill,Union Township,2nd Township
Schuylkill,Upper Mahantango Township,2nd Township
Schuylkill,Walker Township,2nd Township
Schuylkill,Washington Township,2nd Township
Schuylkill,Wayne Township,2nd Township
Schuylkill,West Brunswick Township,2nd Township
Schuylkill,West Mahanoy Township,2nd Township
Schuylkill,West Penn Township,2nd Township
Snyder,Adams Township,2nd Township
Snyder,Beaver Township,2nd Township
Snyder,Beavertown Borough,Borough
Snyder,Center Township,2nd Township
Snyder,Chapman Township,2nd Township
Snyder,Franklin Township,2nd Township
Snyder,Freeburg Borough,Borough
Snyder,Jackson Township,2nd Township
Snyder,Mcclure Borough,Borough
Snyder,Middleburg Borough,Borough
Snyder,Middlecreek Township,2nd Township
Snyder,Monroe Township,2nd Township
Snyder,Penn Township,2nd Township
Snyder,Perry Township,2nd Township
Snyder,Selinsgrove Borough,Borough
Snyder,Shamokin Dam Borough,Borough
Snyder,Spring Township,2nd Township
Snyder,Union Township,2nd Township
Snyder,Washington Township,2nd Township
Snyder,West Beaver Township,2nd Township
Snyder,West Perry Township,2nd Township
Somerset,Addison Borough,Borough
Somerset,Addison Township,2nd Township
Somerset,Allegheny Township,2nd Township
Somerset,Benson Borough,Borough
Somerset,Berlin Borough,Borough
Somerset,Black Township,2nd Township
Somerset,Boswell Borough,Borough
Somerset,Brothersvalley Township,2nd Township
Somerset,Callimont Borough,Borough
Somerset,Casselman Borough,Borough
Somerset,Central City Borough,Borough
Somerset,Conemaugh Township,2nd Township
Somerset,Confluence Borough,Borough
Somerset,Elk Lick Township,2nd Township
Somerset,Fairhope Township,2nd Township
Somerset,Garrett Borough,Borough
Somerset,Greenville Township,2nd Township
Somerset,Hooversville Borough,Borough
Somerset,Indian Lake Borough,Borough
Somerset,Jefferson Township,2nd Township
Somerset,Jenner Township,2nd Township
Somerset,Jennerstown Borough,Borough
Somerset,Larimer Township,2nd Township
Somerset,Lincoln Township,2nd Township
Somerset,Lower Turkeyfoot Township,2nd Township
Somerset,Meyersdale Borough,Borough
Somerset,Middlecreek Township,2nd Township
Somerset,Milford Township,2nd Township
Somerset,New Baltimore Borough,Borough
Somerset,New Centerville Borough,Borough
Somerset,Northampton Township,2nd Township
Somerset,Ogle Township,2nd Township
Somerset,Paint Borough,Borough
Somerset,Paint Township,2nd Township
Somerset,Quemahoning Township,2nd Township
Somerset,Rockwood Borough,Borough
Somerset,Salisbury Borough,Borough
Somerset,Seven Springs Borough,Borough
Somerset,Shade Township,2nd Township
Somerset,Shanksville Borough,Borough
Somerset,Somerset Borough,Borough
Somerset,Somerset Township,2nd Township
Somerset,Southampton Township,2nd Township
Somerset,Stonycreek Township,2nd Township
Somerset,Stoystown Borough,Borough
Somerset,Summit Township,2nd Township
Somerset,Upper Turkeyfoot Township,2nd Township
Somerset,Ursina Borough,Borough
Somerset,Wellersburg Borough,Borough
Somerset,Windber Borough,Borough
Sullivan,Cherry Township,2nd Township
Sullivan,Colley Township,2nd Township
Sullivan,Davidson Township,2nd Township
Sullivan,Dushore Borough,Borough
Sullivan,Eagles Mere Borough,Borough
Sullivan,Elkland Township,2nd Township
Sullivan,Forks Township,2nd Township
Sullivan,Forksville Borough,Borough
Sullivan,Fox Township,2nd Township
Sullivan,Hillsgrove Township,2nd Township
Sullivan,Laporte Borough,Borough
Sullivan,Laporte Township,2nd Township
Sullivan,Shrewsbury Township,2nd Township
Susquehanna,Apolacon Township,2nd Township
Susquehanna,Ararat Township,2nd Township
Susquehanna,Auburn Township,2nd Township
Susquehanna,Bridgewater Township,2nd Township
Susquehanna,Brooklyn Township,2nd Township
Susquehanna,Choconut Township,2nd Township
Susquehanna,Clifford Township,2nd Township
Susquehanna,Dimock Township,2nd Township
Susquehanna,Forest City Borough,Borough
Susquehanna,Forest Lake Township,2nd Township
Susquehanna,Franklin Township,2nd Township
Susquehanna,Friendsville Borough,Borough
Susquehanna,Gibson Township,2nd Township
Susquehanna,Great Bend Borough,Borough
Susquehanna,Great Bend Township,2nd Township
Susquehanna,Hallstead Borough,Borough
Susquehanna,Harford Township,2nd Township
Susquehanna,Harmony Township,2nd Township
Susquehanna,Herrick Township,2nd Township
Susquehanna,Hop Bottom Borough,Borough
Susquehanna,Jackson Township,2nd Township
Susquehanna,Jessup Township,2nd Township
Susquehanna,Lanesboro Borough,Borough
Susquehanna,Lathrop Township,2nd Township
Susquehanna,Lenox Township,2nd Township
Susquehanna,Liberty Township,2nd Township
Susquehanna,Little Meadows Borough,Borough
Susquehanna,Middletown Township,2nd Township
Susquehanna,Montrose Borough,Borough
Susquehanna,New Milford Borough,Borough
Susquehanna,New Milford Township,2nd Township
Susquehanna,Oakland Borough,Borough
Susquehanna,Oakland Township,2nd Township
Susquehanna,Rush Township,2nd Township
Susquehanna,Silver Lake Township,2nd Township
Susquehanna,Springville Township,2nd Township
Susquehanna,Susquehanna Depot Borough,Borough
Susquehanna,Thompson Borough,Borough
Susquehanna,Thompson Township,2nd Township
Susquehanna,Uniondale Borough,Borough
Tioga,Bloss Township,2nd Township
Tioga,Blossburg Borough,Borough
Tioga,Brookfield Township,2nd Township
Tioga,Charleston Township,2nd Township
Tioga,Chatham Township,2nd Township
Tioga,Clymer Township,2nd Township
Tioga,Covington Township,2nd Township
Tioga,Deerfield Township,2nd Township
Tioga,Delmar Township,2nd Township
Tioga,Duncan Township,2nd Township
Tioga,Elk Township,2nd Township
Tioga,Elkland Borough,Borough
Tioga,Farmington Township,2nd Township
Tioga,Gaines Township,2nd Township
Tioga,Hamilton Township,2nd Township
Tioga,Jackson Township,2nd Township
Tioga,Knoxville Borough,Borough
Tioga,Lawrence Township,2nd Township
Tioga,Lawrenceville Borough,Borough
Tioga,Liberty Borough,Borough
Tioga,Liberty Township,2nd Township
Tioga,Mansfield Borough,Borough
Tioga,Middlebury Township,2nd Township
Tioga,Morris Township,2nd Township
Tioga,Nelson Township,2nd Township
Tioga,Osceola Township,2nd Township
Tioga,Putnam Township,2nd Township
Tioga,Richmond Township,2nd Township
Tioga,Roseville Borough,Borough
Tioga,Rutland Township,2nd Township
Tioga,Shippen Township,2nd Township
Tioga,Sullivan Township,2nd Township
Tioga,Tioga Borough,Borough
Tioga,Tioga Township,2nd Township
Tioga,Union Township,2nd Township
Tioga,Ward Township,2nd Township
Tioga,Wellsboro Borough,Borough
Tioga,Westfield Borough,Borough
Tioga,Westfield Township,2nd Township
Union,Buffalo Township,2nd Township
Union,East Buffalo Township,2nd Township
Union,Gregg Township,2nd Township
Union,Hartleton Borough,Borough
Union,Hartley Township,2nd Township
Union,Kelly Township,2nd Township
Union,Lewis Township,2nd Township
Union,Lewisburg Borough,Borough
Union,Limestone Township,2nd Township
Union,Mifflinburg Borough,Borough
Union,New Berlin Borough,Borough
Union,Union Township,2nd Township
Union,West Buffalo Township,2nd Township
Union,White Deer Township,2nd Township
Venango,Allegheny Township,2nd Township
Venango,Barkeyville Borough,Borough
Venango,Canal Township,2nd Township
Venango,Cherrytree Township,2nd Township
Venango,Clinton Township,2nd Township
Venango,Clintonville Borough,Borough
Venango,Cooperstown Borough,Borough
Venango,Cornplanter Township,2nd Township
Venango,Cranberry Township,2nd Township
Venango,Emlenton Borough,Borough
Venango,Franklin City,City
Venango,Frenchcreek Township,2nd Township
Venango,Irwin Township,2nd Township
Venango,Jackson Township,2nd Township
Venango,Mineral Township,2nd Township
Venango,Oakland Township,2nd Township
Venango,Oil City,City
Venango,Oilcreek Township,2nd Township
Venango,Pinegrove Township,2nd Township
Venango,Pleasantville Borough,Borough
Venango,Plum Township,2nd Township
Venango,Polk Borough,Borough
Venango,President Township,2nd Township
Venango,Richland Township,2nd Township
Venango,Rockland Township,2nd Township
